	speaker	question	answer
1054	bpkgyw	kalau mau melanjutkan pendidikan di sekolah, seseorang perlu menguasai  indonesia resmi	0
1055	bpkgyw	menguasai  inggris bagi anda itu penting	1
1056	bpkgyw	kalau mau hidup yang lebih maju dan sukses di masa yang akan datang, seseorang perlu menguasai  inggris	1
1057	bpkgyw	kalau mau memahami dunia yang lebih maju, luas dan global, seseorang perlu menguasai  inggris	1
1058	bpkgyw	menguasai  asing selain  inggris itu penting	1
1059	qzezqy	menguasai  orang tua anda itu penting	2
1060	qzezqy	menguasai  daerah asal (setempat) anda itu penting	2
1061	qzezqy	anak-anak anda perlu menguasai  pertama anda	1
1062	qzezqy	berbicara dalam  daerah anda di depan orang yang tidak mengerti  tersebut tidak sopan.	1
1063	qzezqy	bila seseorang tidak lancar berbicara dalam  daerah anda, lebih baik tidak menggunakannya	1
1064	qzezqy	berbicara dalam  daerah anda itu kuno	-2
1065	qzezqy	kalau mau menjadi bagian dari suku anda, seseorang dari suku anda perlu menguasai  tersebut	0
1066	qzezqy	menguasai  indonesia resmi bagi anda itu penting	2
1067	qzezqy	kalau mau berhasil di tempat kerja, seseorang perlu menguasai  indonesia resmi	2
1068	qzezqy	kalau mau melanjutkan pendidikan di sekolah, seseorang perlu menguasai  indonesia resmi	1
1069	qzezqy	menguasai  inggris bagi anda itu penting	1
1070	qzezqy	kalau mau hidup yang lebih maju dan sukses di masa yang akan datang, seseorang perlu menguasai  inggris	1
1071	qzezqy	kalau mau memahami dunia yang lebih maju, luas dan global, seseorang perlu menguasai  inggris	1
1072	qzezqy	menguasai  asing selain  inggris itu penting	1
1073	qyckkr	menguasai  orang tua anda itu penting	2
1074	qyckkr	menguasai  daerah asal (setempat) anda itu penting	1
1075	qyckkr	anak-anak anda perlu menguasai  pertama anda	1
1076	qyckkr	berbicara dalam  daerah anda di depan orang yang tidak mengerti  tersebut tidak sopan.	-1
1077	qyckkr	bila seseorang tidak lancar berbicara dalam  daerah anda, lebih baik tidak menggunakannya	1
1078	qyckkr	berbicara dalam  daerah anda itu kuno	-1
1079	qyckkr	kalau mau menjadi bagian dari suku anda, seseorang dari suku anda perlu menguasai  tersebut	1
1080	qyckkr	menguasai  indonesia resmi bagi anda itu penting	2
1081	qyckkr	kalau mau berhasil di tempat kerja, seseorang perlu menguasai  indonesia resmi	1
1082	qyckkr	kalau mau melanjutkan pendidikan di sekolah, seseorang perlu menguasai  indonesia resmi	1
1083	qyckkr	menguasai  inggris bagi anda itu penting	1
1084	qyckkr	kalau mau hidup yang lebih maju dan sukses di masa yang akan datang, seseorang perlu menguasai  inggris	1
1085	qyckkr	kalau mau memahami dunia yang lebih maju, luas dan global, seseorang perlu menguasai  inggris	1
1086	qyckkr	menguasai  asing selain  inggris itu penting	0
1087	qvdqdu	menguasai  orang tua anda itu penting	2
1088	qvdqdu	menguasai  orang tua anda itu penting	2
1089	qvdqdu	menguasai  daerah asal (setempat) anda itu penting	2
1090	qvdqdu	anak-anak anda perlu menguasai  pertama anda	2
1091	qvdqdu	berbicara dalam  daerah anda di depan orang yang tidak mengerti  tersebut tidak sopan.	1
1092	qvdqdu	bila seseorang tidak lancar berbicara dalam  daerah anda, lebih baik tidak menggunakannya	0
1093	qvdqdu	berbicara dalam  daerah anda itu kuno	-2
1094	qvdqdu	kalau mau menjadi bagian dari suku anda, seseorang dari suku anda perlu menguasai  tersebut	1
1095	qvdqdu	menguasai  indonesia resmi bagi anda itu penting	2
1096	qvdqdu	kalau mau berhasil di tempat kerja, seseorang perlu menguasai  indonesia resmi	2
1097	qvdqdu	kalau mau melanjutkan pendidikan di sekolah, seseorang perlu menguasai  indonesia resmi	2
1098	qvdqdu	menguasai  inggris bagi anda itu penting	2
1099	qvdqdu	kalau mau hidup yang lebih maju dan sukses di masa yang akan datang, seseorang perlu menguasai  inggris	2
1100	qvdqdu	kalau mau memahami dunia yang lebih maju, luas dan global, seseorang perlu menguasai  inggris	2
1101	qvdqdu	menguasai  asing selain  inggris itu penting	2
1102	qyzkyf	menguasai  orang tua anda itu penting	2
1103	qyzkyf	menguasai  daerah asal (setempat) anda itu penting	1
1104	qyzkyf	anak-anak anda perlu menguasai  pertama anda	1
1105	qyzkyf	berbicara dalam  daerah anda di depan orang yang tidak mengerti  tersebut tidak sopan.	0
1106	qyzkyf	bila seseorang tidak lancar berbicara dalam  daerah anda, lebih baik tidak menggunakannya	0
1107	qyzkyf	berbicara dalam  daerah anda itu kuno	-1
1108	qyzkyf	kalau mau menjadi bagian dari suku anda, seseorang dari suku anda perlu menguasai  tersebut	0
1109	qyzkyf	menguasai  indonesia resmi bagi anda itu penting	1
1110	qyzkyf	kalau mau berhasil di tempat kerja, seseorang perlu menguasai  indonesia resmi	1
1111	qyzkyf	kalau mau melanjutkan pendidikan di sekolah, seseorang perlu menguasai  indonesia resmi	1
1112	qyzkyf	menguasai  inggris bagi anda itu penting	2
1113	qyzkyf	kalau mau hidup yang lebih maju dan sukses di masa yang akan datang, seseorang perlu menguasai  inggris	2
1114	qyzkyf	kalau mau memahami dunia yang lebih maju, luas dan global, seseorang perlu menguasai  inggris	2
1115	qyzkyf	menguasai  asing selain  inggris itu penting	2
1116	mfvlmv	menguasai  orang tua anda itu penting	2
1117	mfvlmv	menguasai  daerah asal (setempat) anda itu penting	2
1118	mfvlmv	anak-anak anda perlu menguasai  pertama anda	0
1119	mfvlmv	berbicara dalam  daerah anda di depan orang yang tidak mengerti  tersebut tidak sopan.	0
1120	mfvlmv	bila seseorang tidak lancar berbicara dalam  daerah anda, lebih baik tidak menggunakannya	1
1121	mfvlmv	berbicara dalam  daerah anda itu kuno	-2
1122	mfvlmv	kalau mau menjadi bagian dari suku anda, seseorang dari suku anda perlu menguasai  tersebut	-2
1123	mfvlmv	menguasai  indonesia resmi bagi anda itu penting	1
1124	mfvlmv	kalau mau berhasil di tempat kerja, seseorang perlu menguasai  indonesia resmi	0
1125	mfvlmv	kalau mau melanjutkan pendidikan di sekolah, seseorang perlu menguasai  indonesia resmi	0
1126	mfvlmv	menguasai  inggris bagi anda itu penting	0
1127	mfvlmv	kalau mau hidup yang lebih maju dan sukses di masa yang akan datang, seseorang perlu menguasai  inggris	0
1128	mfvlmv	kalau mau memahami dunia yang lebih maju, luas dan global, seseorang perlu menguasai  inggris	0
1129	mfvlmv	menguasai  asing selain  inggris itu penting	0
1130	qdjrdf	menguasai  orang tua anda itu penting	1
1131	qdjrdf	menguasai  daerah asal (setempat) anda itu penting	1
1132	qdjrdf	anak-anak anda perlu menguasai  pertama anda	1
1133	qdjrdf	berbicara dalam  daerah anda di depan orang yang tidak mengerti  tersebut tidak sopan.	1
1134	qdjrdf	bila seseorang tidak lancar berbicara dalam  daerah anda, lebih baik tidak menggunakannya	1
1135	qdjrdf	berbicara dalam  daerah anda itu kuno	-2
1136	qdjrdf	kalau mau menjadi bagian dari suku anda, seseorang dari suku anda perlu menguasai  tersebut	1
1137	qdjrdf	menguasai  indonesia resmi bagi anda itu penting	1
1138	qdjrdf	kalau mau berhasil di tempat kerja, seseorang perlu menguasai  indonesia resmi	1
1139	qdjrdf	kalau mau melanjutkan pendidikan di sekolah, seseorang perlu menguasai  indonesia resmi	1
1140	qdjrdf	menguasai  inggris bagi anda itu penting	1
1141	qdjrdf	kalau mau hidup yang lebih maju dan sukses di masa yang akan datang, seseorang perlu menguasai  inggris	1
1142	qdjrdf	kalau mau memahami dunia yang lebih maju, luas dan global, seseorang perlu menguasai  inggris	1
1143	qdjrdf	menguasai  asing selain  inggris itu penting	1
1144	vllqxl	menguasai  orang tua anda itu penting	2
1145	vllqxl	menguasai  daerah asal (setempat) anda itu penting	2
1146	vllqxl	anak-anak anda perlu menguasai  pertama anda	2
1147	vllqxl	berbicara dalam  daerah anda di depan orang yang tidak mengerti  tersebut tidak sopan.	0
1148	vllqxl	bila seseorang tidak lancar berbicara dalam  daerah anda, lebih baik tidak menggunakannya	-1
1149	vllqxl	berbicara dalam  daerah anda itu kuno	-2
1150	vllqxl	kalau mau menjadi bagian dari suku anda, seseorang dari suku anda perlu menguasai  tersebut	1
1151	vllqxl	menguasai  indonesia resmi bagi anda itu penting	2
1152	vllqxl	kalau mau berhasil di tempat kerja, seseorang perlu menguasai  indonesia resmi	1
1153	vllqxl	kalau mau melanjutkan pendidikan di sekolah, seseorang perlu menguasai  indonesia resmi	1
1154	vllqxl	menguasai  inggris bagi anda itu penting	2
1155	vllqxl	kalau mau hidup yang lebih maju dan sukses di masa yang akan datang, seseorang perlu menguasai  inggris	2
1156	vllqxl	kalau mau memahami dunia yang lebih maju, luas dan global, seseorang perlu menguasai  inggris	2
1157	vllqxl	menguasai  asing selain  inggris itu penting	1
1158	efxqkj	menguasai  orang tua anda itu penting	1
1159	efxqkj	menguasai  daerah asal (setempat) anda itu penting	1
1160	efxqkj	anak-anak anda perlu menguasai  pertama anda	1
1161	efxqkj	berbicara dalam  daerah anda di depan orang yang tidak mengerti  tersebut tidak sopan.	1
1162	efxqkj	bila seseorang tidak lancar berbicara dalam  daerah anda, lebih baik tidak menggunakannya	1
1163	efxqkj	berbicara dalam  daerah anda itu kuno	-2
1164	efxqkj	kalau mau menjadi bagian dari suku anda, seseorang dari suku anda perlu menguasai  tersebut	1
1165	efxqkj	menguasai  indonesia resmi bagi anda itu penting	1
1166	efxqkj	kalau mau berhasil di tempat kerja, seseorang perlu menguasai  indonesia resmi	1
1167	efxqkj	kalau mau melanjutkan pendidikan di sekolah, seseorang perlu menguasai  indonesia resmi	1
1168	efxqkj	menguasai  inggris bagi anda itu penting	1
1169	efxqkj	kalau mau hidup yang lebih maju dan sukses di masa yang akan datang, seseorang perlu menguasai  inggris	1
1170	efxqkj	kalau mau memahami dunia yang lebih maju, luas dan global, seseorang perlu menguasai  inggris	1
1171	efxqkj	menguasai  asing selain  inggris itu penting	1
1172	smamno	menguasai  orang tua anda itu penting	0
1173	smamno	menguasai  daerah asal (setempat) anda itu penting	2
1174	smamno	anak-anak anda perlu menguasai  pertama anda	1
1175	smamno	berbicara dalam  daerah anda di depan orang yang tidak mengerti  tersebut tidak sopan.	0
1176	smamno	bila seseorang tidak lancar berbicara dalam  daerah anda, lebih baik tidak menggunakannya	-1
1177	smamno	berbicara dalam  daerah anda itu kuno	-2
1178	smamno	kalau mau menjadi bagian dari suku anda, seseorang dari suku anda perlu menguasai  tersebut	-2
1179	smamno	menguasai  indonesia resmi bagi anda itu penting	1
1180	smamno	kalau mau berhasil di tempat kerja, seseorang perlu menguasai  indonesia resmi	0
1181	smamno	kalau mau melanjutkan pendidikan di sekolah, seseorang perlu menguasai  indonesia resmi	0
1182	smamno	menguasai  inggris bagi anda itu penting	2
1183	smamno	kalau mau hidup yang lebih maju dan sukses di masa yang akan datang, seseorang perlu menguasai  inggris	2
1184	smamno	kalau mau memahami dunia yang lebih maju, luas dan global, seseorang perlu menguasai  inggris	2
1185	smamno	menguasai  asing selain  inggris itu penting	2
1186	oncyac	menguasai  orang tua anda itu penting	2
1187	oncyac	menguasai  daerah asal (setempat) anda itu penting	2
1188	oncyac	anak-anak anda perlu menguasai  pertama anda	2
1189	oncyac	berbicara dalam  daerah anda di depan orang yang tidak mengerti  tersebut tidak sopan.	2
1190	oncyac	bila seseorang tidak lancar berbicara dalam  daerah anda, lebih baik tidak menggunakannya	0
1191	oncyac	berbicara dalam  daerah anda itu kuno	-2
1192	oncyac	kalau mau menjadi bagian dari suku anda, seseorang dari suku anda perlu menguasai  tersebut	2
1193	oncyac	menguasai  indonesia resmi bagi anda itu penting	1
1194	oncyac	kalau mau berhasil di tempat kerja, seseorang perlu menguasai  indonesia resmi	1
1195	oncyac	kalau mau melanjutkan pendidikan di sekolah, seseorang perlu menguasai  indonesia resmi	1
1196	oncyac	menguasai  inggris bagi anda itu penting	1
1197	oncyac	kalau mau hidup yang lebih maju dan sukses di masa yang akan datang, seseorang perlu menguasai  inggris	1
1198	oncyac	kalau mau memahami dunia yang lebih maju, luas dan global, seseorang perlu menguasai  inggris	1
1199	oncyac	menguasai  asing selain  inggris itu penting	1
1200	czhpmt	menguasai  orang tua anda itu penting	2
1201	czhpmt	menguasai  orang tua anda itu penting	2
1202	czhpmt	menguasai  daerah asal (setempat) anda itu penting	2
1203	czhpmt	anak-anak anda perlu menguasai  pertama anda	1
1204	czhpmt	berbicara dalam  daerah anda di depan orang yang tidak mengerti  tersebut tidak sopan.	-1
1205	czhpmt	bila seseorang tidak lancar berbicara dalam  daerah anda, lebih baik tidak menggunakannya	-1
1206	czhpmt	berbicara dalam  daerah anda itu kuno	-2
1207	czhpmt	kalau mau menjadi bagian dari suku anda, seseorang dari suku anda perlu menguasai  tersebut	-1
1208	czhpmt	menguasai  indonesia resmi bagi anda itu penting	1
1209	czhpmt	kalau mau berhasil di tempat kerja, seseorang perlu menguasai  indonesia resmi	0
1210	czhpmt	kalau mau melanjutkan pendidikan di sekolah, seseorang perlu menguasai  indonesia resmi	1
1211	czhpmt	menguasai  inggris bagi anda itu penting	2
1212	czhpmt	kalau mau hidup yang lebih maju dan sukses di masa yang akan datang, seseorang perlu menguasai  inggris	1
1213	czhpmt	kalau mau memahami dunia yang lebih maju, luas dan global, seseorang perlu menguasai  inggris	1
1214	czhpmt	menguasai  asing selain  inggris itu penting	0
1215	tkwwcb	menguasai  orang tua anda itu penting	2
1216	tkwwcb	menguasai  daerah asal (setempat) anda itu penting	2
1217	tkwwcb	anak-anak anda perlu menguasai  pertama anda	2
1218	tkwwcb	berbicara dalam  daerah anda di depan orang yang tidak mengerti  tersebut tidak sopan.	1
1219	tkwwcb	bila seseorang tidak lancar berbicara dalam  daerah anda, lebih baik tidak menggunakannya	0
1220	tkwwcb	berbicara dalam  daerah anda itu kuno	-2
1221	tkwwcb	kalau mau menjadi bagian dari suku anda, seseorang dari suku anda perlu menguasai  tersebut	0
1222	tkwwcb	menguasai  indonesia resmi bagi anda itu penting	2
1223	tkwwcb	kalau mau berhasil di tempat kerja, seseorang perlu menguasai  indonesia resmi	2
1224	tkwwcb	kalau mau melanjutkan pendidikan di sekolah, seseorang perlu menguasai  indonesia resmi	2
1225	tkwwcb	menguasai  inggris bagi anda itu penting	2
1226	tkwwcb	kalau mau hidup yang lebih maju dan sukses di masa yang akan datang, seseorang perlu menguasai  inggris	1
1227	tkwwcb	kalau mau memahami dunia yang lebih maju, luas dan global, seseorang perlu menguasai  inggris	1
1228	tkwwcb	menguasai  asing selain  inggris itu penting	1
1229	jnfnzi	menguasai  orang tua anda itu penting	2
1230	jnfnzi	menguasai  daerah asal (setempat) anda itu penting	1
1231	jnfnzi	anak-anak anda perlu menguasai  pertama anda	2
1232	jnfnzi	berbicara dalam  daerah anda di depan orang yang tidak mengerti  tersebut tidak sopan.	2
1233	jnfnzi	bila seseorang tidak lancar berbicara dalam  daerah anda, lebih baik tidak menggunakannya	1
1234	jnfnzi	berbicara dalam  daerah anda itu kuno	2
1235	jnfnzi	kalau mau menjadi bagian dari suku anda, seseorang dari suku anda perlu menguasai  tersebut	1
1236	jnfnzi	menguasai  indonesia resmi bagi anda itu penting	2
1237	jnfnzi	kalau mau berhasil di tempat kerja, seseorang perlu menguasai  indonesia resmi	2
1238	jnfnzi	kalau mau melanjutkan pendidikan di sekolah, seseorang perlu menguasai  indonesia resmi	2
1239	jnfnzi	menguasai  inggris bagi anda itu penting	2
1240	jnfnzi	kalau mau hidup yang lebih maju dan sukses di masa yang akan datang, seseorang perlu menguasai  inggris	2
1241	jnfnzi	kalau mau memahami dunia yang lebih maju, luas dan global, seseorang perlu menguasai  inggris	2
1242	jnfnzi	menguasai  asing selain  inggris itu penting	1
1243	sqvlnm	menguasai  orang tua anda itu penting	2
1244	sqvlnm	menguasai  daerah asal (setempat) anda itu penting	2
1245	sqvlnm	anak-anak anda perlu menguasai  pertama anda	2
1246	sqvlnm	berbicara dalam  daerah anda di depan orang yang tidak mengerti  tersebut tidak sopan.	0
1247	sqvlnm	bila seseorang tidak lancar berbicara dalam  daerah anda, lebih baik tidak menggunakannya	-1
1248	sqvlnm	berbicara dalam  daerah anda itu kuno	-2
1249	sqvlnm	kalau mau menjadi bagian dari suku anda, seseorang dari suku anda perlu menguasai  tersebut	1
1250	sqvlnm	menguasai  indonesia resmi bagi anda itu penting	1
1251	sqvlnm	kalau mau berhasil di tempat kerja, seseorang perlu menguasai  indonesia resmi	2
1252	sqvlnm	kalau mau melanjutkan pendidikan di sekolah, seseorang perlu menguasai  indonesia resmi	2
1253	sqvlnm	menguasai  inggris bagi anda itu penting	1
1254	sqvlnm	kalau mau hidup yang lebih maju dan sukses di masa yang akan datang, seseorang perlu menguasai  inggris	1
1255	sqvlnm	kalau mau memahami dunia yang lebih maju, luas dan global, seseorang perlu menguasai  inggris	1
1256	sqvlnm	menguasai  asing selain  inggris itu penting	0
1257	aysqrk	menguasai  orang tua anda itu penting	2
1258	aysqrk	menguasai  daerah asal (setempat) anda itu penting	1
1259	aysqrk	anak-anak anda perlu menguasai  pertama anda	1
1260	aysqrk	berbicara dalam  daerah anda di depan orang yang tidak mengerti  tersebut tidak sopan.	-1
1261	aysqrk	bila seseorang tidak lancar berbicara dalam  daerah anda, lebih baik tidak menggunakannya	-1
1262	aysqrk	berbicara dalam  daerah anda itu kuno	-2
1263	aysqrk	kalau mau menjadi bagian dari suku anda, seseorang dari suku anda perlu menguasai  tersebut	1
1264	aysqrk	menguasai  indonesia resmi bagi anda itu penting	1
1265	aysqrk	kalau mau berhasil di tempat kerja, seseorang perlu menguasai  indonesia resmi	1
1266	aysqrk	kalau mau melanjutkan pendidikan di sekolah, seseorang perlu menguasai  indonesia resmi	1
1267	aysqrk	menguasai  inggris bagi anda itu penting	2
1268	aysqrk	kalau mau hidup yang lebih maju dan sukses di masa yang akan datang, seseorang perlu menguasai  inggris	2
