session,birth_year,home_location,sex,caretaker,visit_frequency,ibu_curr_home_lang,ibu_past_home_lang,ibu_work_lang,ibu_neighbor_lang,ibu_partner_lang,ibu_family_lang,ibu_ethnicity,ibu_education,ibu_past_home,ibu_curr_home,ibu_profession,ibu_religion,ibu_birth_year,ibu_first_lang,ibu_other_langs,bapak_curr_home_lang,bapak_past_home_lang,bapak_work_lang,bapak_neighbor_lang,bapak_partner_lang,bapak_family_lang,bapak_ethnicity,bapak_education,bapak_past_home,bapak_curr_home,bapak_profession,bapak_religion,bapak_birth_year,bapak_first_lang,bapak_other_langs,ibu_dari_ibu_curr_home_lang,ibu_dari_ibu_past_home_lang,ibu_dari_ibu_work_lang,ibu_dari_ibu_neighbor_lang,ibu_dari_ibu_partner_lang,ibu_dari_ibu_family_lang,ibu_dari_ibu_ethnicity,ibu_dari_ibu_education,ibu_dari_ibu_past_home,ibu_dari_ibu_curr_home,ibu_dari_ibu_profession,ibu_dari_ibu_religion,ibu_dari_ibu_birth_year,ibu_dari_ibu_first_lang,ibu_dari_ibu_other_langs,bapak_dari_ibu_curr_home_lang,bapak_dari_ibu_past_home_lang,bapak_dari_ibu_work_lang,bapak_dari_ibu_neighbor_lang,bapak_dari_ibu_partner_lang,bapak_dari_ibu_family_lang,bapak_dari_ibu_ethnicity,bapak_dari_ibu_education,bapak_dari_ibu_past_home,bapak_dari_ibu_curr_home,bapak_dari_ibu_profession,bapak_dari_ibu_religion,bapak_dari_ibu_birth_year,bapak_dari_ibu_first_lang,bapak_dari_ibu_other_langs,ibu_dari_bapak_curr_home_lang,ibu_dari_bapak_past_home_lang,ibu_dari_bapak_work_lang,ibu_dari_bapak_neighbor_lang,ibu_dari_bapak_partner_lang,ibu_dari_bapak_family_lang,ibu_dari_bapak_ethnicity,ibu_dari_bapak_education,ibu_dari_bapak_past_home,ibu_dari_bapak_curr_home,ibu_dari_bapak_profession,ibu_dari_bapak_religion,ibu_dari_bapak_birth_year,ibu_dari_bapak_first_lang,ibu_dari_bapak_other_langs,bapak_dari_bapak_curr_home_lang,bapak_dari_bapak_past_home_lang,bapak_dari_bapak_work_lang,bapak_dari_bapak_neighbor_lang,bapak_dari_bapak_partner_lang,bapak_dari_bapak_family_lang,bapak_dari_bapak_ethnicity,bapak_dari_bapak_education,bapak_dari_bapak_past_home,bapak_dari_bapak_curr_home,bapak_dari_bapak_profession,bapak_dari_bapak_religion,bapak_dari_bapak_birth_year,bapak_dari_bapak_first_lang,bapak_dari_bapak_other_langs,dengan_ibu_lang,dengan_bapak_lang,dengan_kakak_adik_lang,dengan_nenek_dan_kakek_lang,dengan_suami_istri_lang,dengan_sanak_saudara_lang,dengan_tetangga_lang,dengan_pembantu_lang,apabila_marah_lang,dalam_mimpi_lang,berhitung_lang,kirim_sms_ke_keluarga_lang,kirim_sms_ke_teman_lang,kirim_sms_ke_suami_istri_lang,dalam_jejaring_sosial_lang,berdoa_dalam_hati_lang,berdoa_di_tempat_ibadah_lang,di_rumah_lang,di_tempat_kerja_lang,di_pasar_lang,di_warung_lang,di_bank_lang,di_kantor_pos_lang,di_sd_dengan_guru_lang,di_sd_dengan_teman_sekelas_lang,di_sma_dengan_guru_lang,di_sma_dengan_teman_sekelas_lang,di_kendaraan_umum_lang,membaca_novel_lang,membaca_koran_lang,membaca_majalah_lang,mendengar_musik_lang,mendengar_radio_lang,menonton_tv_lang
wdpemb,1996,daerah istimewa yogyakarta - kabupaten bantul,perempuan,tiyang sepuh,lebih dari 24,jawa,jawa,jawa,jawa,jawa,jawa,jawa,sd,daerah istimewa yogyakarta - kabupaten bantul,daerah istimewa yogyakarta - kabupaten bantul,buruh,islam,1978,jawa,,jawa,jawa,jawa,jawa,jawa,jawa,jawa,smp,daerah istimewa yogyakarta - kabupaten bantul,daerah istimewa yogyakarta - kabupaten bantul,buruh,islam,1974,jawa,,jawa,jawa,jawa,jawa,jawa,jawa,jawa,,daerah istimewa yogyakarta - kabupaten bantul,daerah istimewa yogyakarta - kabupaten bantul,buruh,islam,1949,jawa,,jawa,jawa,jawa,jawa,jawa,jawa,jawa,,daerah istimewa yogyakarta - kabupaten bantul,daerah istimewa yogyakarta - kabupaten bantul,buruh,islam,1947,jawa,,jawa,jawa,jawa,jawa,jawa,jawa,jawa,,daerah istimewa yogyakarta - kabupaten bantul,daerah istimewa yogyakarta - kabupaten bantul,buruh,islam,,jawa,,jawa,jawa,jawa,jawa,jawa,jawa,jawa,,daerah istimewa yogyakarta - kabupaten bantul, daerah istimewa yogyakarta - kabupaten bantul,buruh,islam,,jawa,,krama,krama,ngoko,krama,,krama,krama,,ngoko,jawa,jawa  ngoko,jawa,jawa,,indonesia,indonesia,indonesia,jawa,,jawa,jawa,indonesia,indonesia,indonesia,ngoko,indonesia,ngoko,indonesia,indonesia,indonesia,indonesia,indonesia,indonesia,indonesia
valrmt,1996,jawa timur - kabupaten ponorogo,laki,bapak,lebih dari 24,ponorogo,ponorogo,ponorogo,ngoko,ponorogo,ngoko,jawa,sma,jawa timur - kabupaten ponorogo,jawa timur - kabupaten ponorogo,guru tk,islam,1971,ponorogo,,ponorogo,ponorogo,ponorogo,ngoko,ponorogo,ngoko,jawa,s1,jawa timur - kabupaten ponorogo,jawa timur - kabupaten ponorogo,guru,islam,1961,ponorogo,,,,,,,,,, , ,,,1956,,,,,,,,,,, , ,,,1949,,,,,,,,,,, , ,,,,,,,,,,,,,, , ,,,,,,"krama, ngoko alus","krama, ngoko alus",ngoko,"krama, ngoko alus",,"krama, ngoko alus",,,ngoko,ngoko,ngoko,"krama, ngoko alus",ngoko,,"ngoko, indonesia","arab, indonesia","arab, indonesia",ngoko,"ngoko, indonesia, krama","ngoko, krama",ngoko,indonesia,indonesia,"krama, indonesia",ngoko,"krama, indonesia",ngoko,"krama, indonesia",indonesia,indonesia,indonesia,"indonesia, inggris","indonesia, inggris","indonesia, inggris"
hmkwvl,1995,daerah istimewa yogyakarta - kabupaten bantul,laki,ayah dan ibu,lebih dari 24,jawa bantul,jawa,jawa,"indonesia, jawa",jawa,"indonesia, jawa",jawa,sd,daerah istimewa yogyakarta - kabupaten bantul,daerah istimewa yogyakarta - kabupaten bantul,buruh,islam,,jawa,indonesia,jawa bantul,jawa,jawa,"indonesia, jawa",jawa,"indonesia, jawa",jawa,sd,daerah istimewa yogyakarta - kabupaten bantul,daerah istimewa yogyakarta - kabupaten bantul,buruh,islam,,jawa,indonesia,,,,,,,,, , ,,,,,,,,,,,,,, , ,,,,,,,,,,,,,, , ,,,,,,,,,,,,,, , ,,,,,,"krama, ngoko","krama, ngoko",jawa ngoko,jawa krama,,"jawa, krama, ngoko","jawa, krama, ngoko",,jawa ngoko,,"indonesia, jawa","indonesia, jawa","indonesia, jawa",,"indonesia, jawa, inggris","indonesia, jawa","arab, indonesia, jawa","indonesia, jawa, ngoko","indonesia, jawa, ngoko","indonesia, jawa, ngoko","indonesia, jawa, ngoko",indonesia,indonesia,"indonesia, jawa, ngoko","indonesia, jawa","indonesia, jawa","indonesia, jawa","indonesia, jawa","indonesia, jawa, inggris","indonesia, inggris","indonesia, jawa, inggris","indonesia, jawa, inggris","indonesia, jawa, inggris","indonesia, jawa, inggris"
gokdti,1995,daerah istimewa yogyakarta - kabupaten bantul,laki,orangtua,lebih dari 24,"jawa ngoko, krama","jawa ngoko, krama","jawa ngoko, krama","jawa ngoko, krama","jawa ngoko, krama","jawa ngoko, krama",jawa,sd,daerah istimewa yogyakarta - kabupaten bantul,daerah istimewa yogyakarta - kabupaten bantul,,islam,1976,"jawa ngoko, krama",indonesia,"jawa ngoko, krama","jawa ngoko, krama","jawa ngoko, krama","jawa ngoko, krama","jawa ngoko, krama","jawa ngoko, krama",jawa,sd,daerah istimewa yogyakarta - kabupaten bantul,daerah istimewa yogyakarta - kabupaten bantul,,islam,1972,"jawa ngoko, krama",indonesia,jawa krama,jawa krama,,jawa krama,jawa krama,jawa krama,jawa,,daerah istimewa yogyakarta - kabupaten bantul,daerah istimewa yogyakarta - kabupaten bantul,,islam,,"jawa ngoko, krama",indonesia,jawa krama,jawa krama,,jawa krama,jawa krama,jawa krama,jawa,,daerah istimewa yogyakarta - kabupaten bantul,daerah istimewa yogyakarta - kabupaten bantul ,,islam,,"jawa ngoko, krama",indonesia,jawa krama,jawa krama,,jawa krama,jawa krama,jawa krama,jawa,,daerah istimewa yogyakarta - kabupaten kulon progo,daerah istimewa yogyakarta - kabupaten bantul,,islam,,"jawa ngoko, krama",indonesia,jawa krama,jawa krama,,jawa krama,jawa krama,jawa krama,jawa,,daerah istimewa yogyakarta - kabupaten bantul,daerah istimewa yogyakarta - kabupaten bantul,,islam,,"jawa ngoko, krama",indonesia,jawa ngoko,jawa ngoko,jawa ngoko,jawa ngoko,,jawa ngoko,jawa krama,,jawa ngoko,jawa,jawa,jawa krama,indonesia,,jawa,indonesia,indonesia,jawa ngoko,jawa krama,jawa krama,jawa ngoko,indonesia,indonesia,jawa krama,jawa ngoko,jawa krama,jawa ngoko,jawa ngoko,tergantung isi,tergantung isi,tergantung isi,tergantung lirik,tergantung channel,tergantung channel
adrrsg,1995,daerah istimewa yogyakarta - kabupaten bantul,perempuan,orangtua,3-5,jawa ngoko yogyakarta,jawa ngoko yogyakarta,jawa krama madya yogya,jawa krama madya,jawa ngoko yogyakarta,jawa ngoko yogyakarta,jawa,sd,jawa tengah - kabupaten klaten,daerah istimewa yogyakarta - kabupaten bantul,wiraswasta,islam,1968,jawa ngoko yogyakarta,jawa krama,jawa ngoko yogyakarta,jawa ngoko yogyakarta,jawa krama madya,jawa ngoko,jawa ngoko yogyakarta,jawa ngoko,jawa,sd,daerah istimewa yogyakarta - kabupaten bantul,daerah istimewa yogyakarta - kabupaten bantul,pns,islam,1965,jawa ngoko yogyakarta,jawa krama,jawa,jawa,,jawa,jawa,jawa,jawa,,jawa tengah - kabupaten klaten,jawa tengah - kabupaten klaten,,islam,,jawa,jawa,jawa,jawa,,jawa,jawa,jawa,jawa,,jawa tengah - kabupaten klaten,jawa tengah - kabupaten klaten,,islam,,jawa,jawa,jawa,jawa,,jawa,jawa,jawa,jawa,,daerah istimewa yogyakarta - kabupaten bantul, daerah istimewa yogyakarta - kabupaten bantul,,islam,,jawa,jawa,jawa,jawa,,jawa,jawa,jawa,jawa,,daerah istimewa yogyakarta - kabupaten bantul,daerah istimewa yogyakarta - kabupaten bantul,,islam,,jawa,jawa,jawa ngoko,jawa ngoko,jawa ngoko,jawa ngoko,,jawa krama madya,jawa krama madya,,jawa ngoko,jawa ngoko,"jawa, indonesia",jawa,"jawa, indonesia",,"jawa, indonesia",indonesia,indonesia,jawa ngoko,,jawa krama madya,jawa ngoko,indonesia,indonesia,jawa krama inggi,jawa ngoko,"jawa krama, indonesia",jawa ngoko,indonesia,indonesia,indonesia,"jawa, indonesia",indonesia,indonesia,indonesia
qziqzc,1995,daerah istimewa yogyakarta - kabupaten bantul,perempuan,orangtua,6-12,jawa,jawa,jawa,jawa,jawa,jawa,jawa,sd,daerah istimewa yogyakarta - kabupaten bantul,daerah istimewa yogyakarta - kabupaten bantul,pedagang,islam,,jawa,,jawa,jawa,jawa,jawa,jawa,jawa,jawa,sd,daerah istimewa yogyakarta - kabupaten bantul,daerah istimewa yogyakarta - kabupaten bantul,wiraswasta,islam,,jawa,,jawa,jawa,jawa,jawa,jawa,jawa,jawa,,daerah istimewa yogyakarta - kabupaten bantul,daerah istimewa yogyakarta - kabupaten bantul,pedagang,islam,,jawa,,jawa,jawa,jawa,jawa,jawa,jawa,jawa,,daerah istimewa yogyakarta - kabupaten bantul,daerah istimewa yogyakarta - kabupaten bantul,,islam,,jawa,,jawa,jawa,jawa,jawa,jawa,jawa,jawa,,daerah istimewa yogyakarta - kabupaten bantul,daerah istimewa yogyakarta - kabupaten bantul,pedagang,islam,,jawa,,jawa,jawa,jawa,jawa,jawa,jawa,jawa,,daerah istimewa yogyakarta - kabupaten bantul,daerah istimewa yogyakarta - kabupaten bantul,,islam,,jawa,,"ngoko, krama madya","ngoko, krama madya",ngoko,krama madya,,"ngoko, krama madya",ngoko,,ngoko,ngoko,ngoko,ngoko,ngoko,,indonesia,"jawa, indonesia","indonesia, arab",jawa,,jawa,jawa,indonesia,indonesia,indonesia,jawa,"jawa, indonesia",jawa,,"jawa, indonesia",indonesia,jawa,indonesia,indonesia,indonesia
qvspzs,1996,jawa timur - kota malang,perempuan,orangtua,6-12,jawa,jawa,jawa,"jawa, indonesia",jawa,jawa,jawa,sma,jawa timur - kabupaten jombang,jawa timur - kota malang,ibu rumah tangga,islam,,jawa timur,madura,jawa,jawa,indonesia,"jawa, indonesia",jawa,jawa,jawa,sma,jawa timur - kabupaten jombang,jawa timur - kota malang,tni-ad,islam,,jawa timur,madura,jawa,jawa,jawa,jawa,jawa,jawa,jawa,, ,jawa timur - kabupaten jombang,,islam,,jawa,madura,jawa,jawa,jawa,jawa,jawa,jawa,jawa,, ,jawa timur - kabupaten jombang,,islam,,jawa,,jawa,jawa,jawa,jawa,jawa,jawa,madura jawa,, ,jawa timur - kabupaten jombang,bekerja pabrik,islam,,jawa,,jawa,jawa,"jawa, indonesia",jawa,jawa,jawa,madura jawa,, ,jawa timur - kabupaten jombang,pedagang,islam,,jawa,,"krama madya, ngoko","krama madya, ngoko",ngoko,"krama madya, ngoko",,ngoko,"krama madya, ngoko",,ngoko,,ngoko,"krama madya, ngoko",ngoko,,indonesia,"jawa, indonesia",arab,jawa,,jawa,jawa,indonesia,,indonesia,jawa,indonesia,jawa,jawa,indonesia,indonesia,"jawa, indonesia","indonesia, inggris","indonesia, inggris, jawa","jawa, indonesia"
vggktu,1995,jawa tengah - kabupaten tegal,laki,ibu dan kakek,3-5,jawa,jawa,jawa,jawa,jawa,jawa,jawa,sd kelas 2,jawa tengah - kabupaten tegal,jawa tengah - kabupaten tegal,buruh,islam,1954,jawa,jawa,jawa,jawa,jawa,jawa,jawa,jawa,jawa,sd,jawa tengah - kabupaten tegal,jawa tengah - kabupaten brebes,buruh,islam,1950,jawa,jawa,jawa,jawa,jawa,jawa,jawa,jawa,jawa,sd,jawa tengah - kabupaten tegal,jawa tengah - kabupaten tegal,buruh,islam,1944,jawa,jawa,jawa,jawa,jawa,jawa,jawa,jawa,jawa,sd,jawa tengah - kabupaten tegal,jawa tengah - kabupaten tegal,buruh,islam,1943,jawa,jawa,jawa,jawa,jawa,jawa,jawa,jawa,jawa,sd,jawa tengah - kabupaten tegal,jawa tengah - kabupaten tegal,buruh,islam,1942,jawa,jawa,jawa,jawa,jawa,jawa,jawa,jawa,jawa,sd,jawa tengah - kabupaten tegal,jawa tengah - kabupaten tegal,buruh,islam,1945,jawa,jawa,jawa,jawa,jawa,jawa,,jawa,jawa,jawa,jawa,indonesia,indonesia,indonesia,indonesia,,indonesia,arab,arab,jawa,indonesia,indonesia,jawa,indonesia,indonesia,indonesia,jawa,indonesia,indonesia,jawa,indonesia,indonesia,"indonesia, jawa","indonesia, inggris, jawa","indonesia, jawa","indonesia, jawa"
gmaxrs,1993,daerah istimewa yogyakarta - kabupaten sleman,perempuan,orangtua,lebih dari 24,jawa,jawa,jawa,,jawa,jawa,jawa,sma,daerah istimewa yogyakarta - kota yogyakarta,daerah istimewa yogyakarta - kabupaten sleman,pamong paud,,1967,jawa,jawa,jawa,jawa,jawa,,jawa,jawa,jawa,smk,daerah istimewa yogyakarta - kota yogyakarta,daerah istimewa yogyakarta - kabupaten sleman,,,1964,jawa,jawa,jawa,jawa,jawa,,jawa,jawa,jawa,,daerah istimewa yogyakarta - kota yogyakarta,daerah istimewa yogyakarta - kota yogyakarta,petani,islam,1920,jawa,,jawa,jawa,jawa,,jawa,jawa,jawa,,daerah istimewa yogyakarta - kota yogyakarta,daerah istimewa yogyakarta - kota yogyakarta,dukuh,islam,1920,jawa,,jawa,jawa,jawa,,jawa,jawa,jawa,,daerah istimewa yogyakarta - kota yogyakarta,daerah istimewa yogyakarta - kota yogyakarta,petani,islam,1920,jawa,,jawa,jawa,jawa,,jawa,jawa,jawa,,daerah istimewa yogyakarta - kota yogyakarta,daerah istimewa yogyakarta - kota yogyakarta,petani,islam,1920,jawa,,jawa,jawa,jawa,jawa,,"jawa, indonesia",jawa,jawa,"jawa, indonesia","jawa, indonesia","jawa, indonesia","jawa, indonesia","jawa, indonesia","jawa, indonesia",indonesia,indonesia,,jawa,"jawa, indonesia",jawa,jawa,indonesia,indonesia,indonesia,jawa,indonesia,jawa,jawa,indonesia,indonesia,indonesia,"jawa, indonesia","jawa, indonesia","jawa, indonesia"
inuyjk,1997,jawa tengah - kabupaten magelang,perempuan,keluarga,lebih dari 24,ngoko,ngoko,ngoko,krama,ngoko,krama,jawa,sma,daerah istimewa yogyakarta - kabupaten bantul,jawa tengah - kabupaten magelang,petani,islam,1971,ngoko,krama,ngoko,ngoko,ngoko,krama,ngoko,krama,jawa,smp,jawa tengah - kabupaten magelang,jawa tengah - kabupaten magelang,petani,islam,1964,ngoko,krama,ngoko,ngoko,ngoko,krama,ngoko,krama,jawa,sr,daerah istimewa yogyakarta - kabupaten bantul,daerah istimewa yogyakarta - kabupaten bantul,petani,islam,,ngoko,krama,ngoko,ngoko,ngoko,krama,ngoko,krama,jawa,smp,daerah istimewa yogyakarta - kabupaten bantul,daerah istimewa yogyakarta - kabupaten bantul,petani,islam,1950,ngoko,krama,ngoko,ngoko,ngoko,krama,ngoko,krama,jawa,sr,jawa tengah - kabupaten magelang,jawa tengah - kabupaten magelang,,islam,,ngoko,krama,ngoko,ngoko,ngoko,krama,ngoko,krama,jawa,sr,jawa tengah - kabupaten magelang,jawa tengah - kabupaten magelang,petani,islam,1945,ngoko,krama,"krama, ngoko","krama, ngoko",ngoko,"krama, ngoko",,ngoko,"krama, ngoko",,ngoko,ngoko,ngoko,krama,ngoko,,"indonesia, ngoko",krama,"indonesia, krama",ngoko,,krama,krama,indonesia,indonesia,krama,ngoko,"indonesia, krama",ngoko,"indonesia, krama","indonesia, krama ngoko",indonesia,indonesia,indonesia,indonesia,indonesia
mtenqv,1995,daerah istimewa yogyakarta - kabupaten bantul,perempuan,tiyang sepuh,lebih dari 24,jawa,jawa,jawa,jawa,krama,jawa,jawa,sd,daerah istimewa yogyakarta - kota yogyakarta,daerah istimewa yogyakarta - kota yogyakarta,wiraswasta,islam,1970,jawa,indonesia,jawa,jawa,jawa,jawa,jawa,jawa,jawa,sd,daerah istimewa yogyakarta - kota yogyakarta,daerah istimewa yogyakarta - kota yogyakarta,wiraswasta,islam,1964,jawa,indonesia,jawa,jawa,jawa,jawa,jawa,jawa,jawa,,daerah istimewa yogyakarta - kota yogyakarta,daerah istimewa yogyakarta - kota yogyakarta,buruh,islam,1949,jawa,,jawa,jawa,jawa,jawa,jawa,jawa,jawa,,daerah istimewa yogyakarta - kota yogyakarta,daerah istimewa yogyakarta - kota yogyakarta,buruh,islam,1942,jawa,,jawa,jawa,jawa,jawa,jawa,jawa,jawa,,daerah istimewa yogyakarta - kota yogyakarta,daerah istimewa yogyakarta - kota yogyakarta,buruh,islam,1944,jawa,,jawa,jawa,jawa,jawa,jawa,jawa,jawa,sd,daerah istimewa yogyakarta - kota yogyakarta,daerah istimewa yogyakarta - kota yogyakarta,buruh,islam,1930,jawa,,krama,krama,ngoko,krama,,krama,krama,,ngoko,jawa,jawa,jawa,indonesia,,indonesia,indonesia,indonesia,jawa,,jawa,jawa,indonesia,indonesia,krama,jawa,krama,ngoko,jawa,indonesia,indonesia,indonesia,indonesia,indonesia,indonesia
nxypbq,1995,jawa tengah - kabupaten klaten,perempuan,orangtua,lebih dari 24,jawa ngoko,jawa,,"jawa ngoko, krama",jawa ngoko,"jawa ngoko, krama",jawa,sd,jawa tengah - kabupaten klaten,jawa tengah - kabupaten klaten,ibu rumah tangga,islam,1969,jawa,,jawa ngoko,jawa,,"jawa ngoko, krama",jawa ngoko,"jawa ngoko, krama",jawa,sd,jawa tengah - kabupaten klaten,jawa tengah - kabupaten klaten,buruh,islam,1960,jawa,,jawa,,,"jawa ngoko, krama",,"jawa ngoko, krama",jawa,, , ,,islam,,jawa,,,,,,,,jawa,, , ,,islam,,jawa,,,,,,,,jawa,, , ,,islam,,jawa,,,,,,,,jawa,, , ,,islam,,jawa,,jawa ngoko alus,jawa ngoko alus,jawa ngoko,jawa krama,,jawa krama,jawa krama,,jawa ngoko,,"jawa, indonesia",jawa ngoko,"jawa, indonesia",,"jawa, indonesia",indonesia,indonesia,jawa,,"jawa, indonesia","jawa, indonesia",indonesia,,"jawa krama, indonesia",jawa ngoko,"jawa krama, indonesia","jawa ngoko, indonesia","jawa krama, indonesia",indonesia,indonesia,indonesia,indonesia,"jawa, indonesia",indonesia
zzktcz,1996,dki jakarta - kota administrasi jakarta barat,perempuan,orangtua,lebih dari 24,jawa,jawa,jawa,jawa,jawa,jawa,jawa,sd,dki jakarta - jakarta,daerah istimewa yogyakarta - kota yogyakarta,pedagang,islam,1967,jawa wonosobo,indonesia,jawa,jawa,jawa,jawa,jawa,jawa,jawa,sma,daerah istimewa yogyakarta - kota yogyakarta,,pedagang,islam,1960,jawa jogja,indonesia,jawa,jawa,jawa,jawa,jawa,jawa,jawa,,jawa tengah,jawa tengah,petani,buddha,,jawa,indonesia,jawa,jawa,jawa,jawa,jawa,jawa,jawa,,jawa tengah,jawa tengah,petani,buddha,,jawa,indonesia,jawa,jawa,jawa,jawa,jawa,jawa,jawa,,daerah istimewa yogyakarta - kota yogyakarta,daerah istimewa yogyakarta - kota yogyakarta,pedagang,islam,1938,jawa,indonesia,jawa,jawa,jawa,jawa,jawa,jawa,jawa,sd,daerah istimewa yogyakarta - kota yogyakarta,daerah istimewa yogyakarta - kota yogyakarta,pns,islam,1935,jawa,indonesia,jawa,jawa,jawa,jawa,,jawa,jawa,,jawa,jawa,indonesia,indonesia,indonesia,,indonesia,indonesia,indonesia,jawa,,jawa,jawa,indonesia,indonesia,indonesia,jawa,indonesia,jawa,jawa,indonesia,indonesia,indonesia,indonesia,indonesia,indonesia
ytdbdu,1996,jawa tengah - kabupaten pati,perempuan,kedua orangtua,3-5,jawa,jawa,jawa,jawa,jawa,jawa,jawa,smp,jawa tengah - kabupaten pati,jawa tengah - kabupaten pati,ibu rumah tangga,islam,,jawa pati,indonesia,jawa,jawa,jawa,jawa,jawa,jawa,jawa,sma,jawa tengah - kabupaten pati,jawa tengah - kabupaten pati,petani,islam,,jawa pati,indonesia,jawa,jawa,,jawa,jawa,jawa,jawa,,jawa tengah - kabupaten pati,jawa tengah - kabupaten pati,,islam,,jawa,indonesia,jawa,jawa,,jawa,jawa,jawa,jawa,,jawa tengah - kabupaten pati,jawa tengah - kabupaten pati,,islam,,jawa,indonesia,jawa,jawa,,jawa,jawa,jawa,jawa,,jawa tengah - kabupaten pati,jawa tengah - kabupaten pati,,islam,,jawa,indonesia,jawa,jawa,,jawa,jawa,jawa,jawa,,jawa tengah - kabupaten pati,jawa tengah - kabupaten pati,,islam,,jawa,indonesia,jawa,jawa,jawa,jawa,,jawa,,,jawa,jawa,indonesia,jawa,indonesia,,indonesia,indonesia,indonesia,jawa,,jawa,jawa,indonesia,indonesia,indonesia,jawa,indonesia,jawa,jawa,indonesia,indonesia,indonesia,indonesia,indonesia,indonesia
jddxuo,1996,jawa timur - kabupaten mojokerto,laki,orangtua,6-12,jawa,jawa krama inggil,,jawa krama inggil,jawa krama,jawa krama inggil,jawa,sma,jawa timur - kabupaten mojokerto,jawa timur - kota mojokerto,ibu rumah tangga,islam,1971,jawa mojokerto,jawa solo,jawa,jawa krama inggil,jawa,jawa krama,jawa,jawa krama inggil,jawa,smp,jawa timur - kota mojokerto,jawa timur - kota mojokerto,wiraswasta,islam,1969,jawa mojokerto,,,,,,,,,, , ,,,,,,,,,,,,,, , ,,,,,,,,,,,,,, , ,,,,,,,,,,,,,, , ,,,,,,jawa krama inggil,jawa krama inggil,jawa ngoko,jawa krama inggil,,jawa krama inggil,jawa krama madya,,jawa ngoko,"indonesia, jawa, inggris","jawa, indonesia","krama inggil, indonesia","jawa ngoko,krama inggil, indonesia",,"jawa, indonesia","jawa, indonesia","arab, indonesia, jawa","jawa (ngoko, krama inggil, krama madya)",,"jawa ngoko,krama inggil, indonesia","jawa ngoko, indonesia",indonesia,indonesia,indonesia,jawa,indonesia,"jawa, indonesia",indonesia,indonesia,indonesia,indonesia,"jawa, indonesia, jepang, inggris",indonesia,"indonesia, jawa, inggris"
uhdaqt,1993,daerah istimewa yogyakarta - kota yogyakarta,perempuan,orangtua,1-2,jawa,jawa,,jawa,jawa,jawa,jawa,sd,jawa tengah - kabupaten sragen,daerah istimewa yogyakarta - kabupaten bantul,,islam,1967,jawa,jawa,jawa,jawa,,jawa,jawa,jawa,jawa,sd,daerah istimewa yogyakarta - kabupaten bantul,daerah istimewa yogyakarta - kabupaten bantul,,islam,1960,jawa,,jawa,jawa,jawa,jawa,jawa,jawa,jawa,,#name?, - jawa,buruh,islam,,jawa,,jawa,jawa,jawa,jawa,jawa,jawa,jawa,,#name?,#name?,veteran,islam,,jawa,,jawa,jawa,jawa,jawa,jawa,jawa,jawa,,#name?,#name?,tani,islam,,jawa,,jawa,jawa,jawa,jawa,jawa,jawa,jawa,,#name?,#name?,tani,islam,,jawa,,jawa,jawa,jawa,jawa,indonesia,jawa,jawa,,jawa,jawa,indonesia,jawa,indonesia,indonesia,indonesia,indonesia,indonesia,jawa,indonesia,jawa,jawa,indonesia,indonesia,jawa madya,jawa,indonesia,jawa,jawa,indonesia,indonesia,indonesia,"indonesia, inggris","indonesia, inggris",indonesia
dzedbe,1995,daerah istimewa yogyakarta - kabupaten bantul,laki,"orangtua, saudara",lebih dari 24,ngoko,krama,,"ngoko, krama","ngoko, krama","ngoko, krama",jawa,,daerah istimewa yogyakarta - kabupaten bantul,daerah istimewa yogyakarta - kabupaten bantul,ibu rumah tangga,islam,,jawa,indonesia,ngoko,krama,tidak tetap,"ngoko, krama",ngoko,"ngoko, krama",jawa,sd,daerah istimewa yogyakarta - kabupaten bantul,daerah istimewa yogyakarta - kabupaten bantul,buruh,islam,,jawa,,,,,,,,jawa,, , ,,islam,,jawa,,,,,,,,jawa,, , ,,islam,,jawa,,,,,,,,jawa,, , ,,islam,,jawa,,,,,,,,jawa,, , ,,islam,,,,"ngoko, krama","ngoko, krama","ngoko, krama",krama,,"ngoko, krama","ngoko, krama",,ngoko,ngoko,ngoko,"ngoko, krama",indonesia,,indonesia,indonesia,indonesia,jawa,"jawa,indonesia",jawa,jawa,indonesia,indonesia,indonesia,jawa,indonesia,jawa,jawa,indonesia,indonesia,indonesia,indonesia,indonesia,indonesia
zkwtsg,1996,jawa timur - kabupaten magetan,perempuan,orangtua,,jawa,jawa,,jawa,jawa,jawa,jawa,smk,jawa timur - kabupaten magetan,jawa timur - kabupaten magetan,,islam,1969,jawa  ngoko,,jawa,jawa,,jawa,jawa,jawa,jawa,stm,jawa timur - kabupaten magetan,jawa timur - kabupaten magetan,,islam,1963,jawa  ngoko,,jawa,,,jawa,jawa,jawa,,,jawa timur - kabupaten magetan, ,,islam,,jawa  ngoko,,jawa,,,jawa,jawa,jawa,,,jawa timur - kabupaten magetan, ,,islam,,jawa  ngoko,,jawa,,,jawa,jawa,jawa,,,jawa timur - kabupaten magetan, ,,islam,,jawa  ngoko,,jawa,,,jawa,jawa,jawa,,,jawa timur - kabupaten magetan, ,,islam,,jawa  ngoko,,jawa,jawa,jawa,jawa,,jawa,"jawa, indonesia",,jawa,jawa,"jawa, indonesia","jawa, indonesia","jawa, indonesia",,"jawa, indonesia",indonesia,indonesia,,,,,indonesia,indonesia,,jawa  ngoko,,jawa  ngoko,,,,,,,
